reviewPriority,reviewBatch,playerKey,playerName,classicRole,mantraRoles,realTeam,realTeamOriginal,fantacalcioId,quotationCurrent,fvm,fantasyRoster,fbrefSearchQuery,fbrefSearchUrl,fbrefId,fbrefName,fbrefUrl,matchStatus,confidence,notes
"365","batch-08","fc-7352","Edmundsson","D","Dc","VER","Verona","7352","6","12","","Edmundsson Verona fbref","https://fbref.com/en/search/search.fcgi?search=Edmundsson%20Verona%20fbref","","","","needs-review","",""
"366","batch-08","fc-6550","Garcia U.","D","B/Ds/E","SAS","Sassuolo","6550","8","17","","Garcia U Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Garcia%20U%20Sassuolo%20fbref","","","","needs-review","",""
"367","batch-08","fc-7179","Israel","P","Por","TOR","Torino","7179","1","1","Real Pisistrius","Israel Torino fbref","https://fbref.com/en/search/search.fcgi?search=Israel%20Torino%20fbref","","","","needs-review","",""
"368","batch-08","fc-256","Juan Jesus","D","Ds/Dc","NAP","Napoli","256","4","10","","Juan Jesus Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Juan%20Jesus%20Napoli%20fbref","","","","needs-review","",""
"369","batch-08","fc-5515","Okereke","A","A","CRE","Cremonese","5515","10","5","","Okereke Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Okereke%20Cremonese%20fbref","","","","needs-review","",""
"370","batch-08","fc-7145","Piccinini G.","C","E/M","PIS","Pisa","7145","4","10","","Piccinini G Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Piccinini%20G%20Pisa%20fbref","","","","needs-review","",""
"371","batch-08","fc-6458","Serdar","C","C","VER","Verona","6458","6","10","","Serdar Verona fbref","https://fbref.com/en/search/search.fcgi?search=Serdar%20Verona%20fbref","","","","needs-review","",""
"372","batch-08","fc-5872","Helgason","C","C/T","LEC","Lecce","5872","2","7","real mappine","Helgason Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Helgason%20Lecce%20fbref","","","","needs-review","",""
"373","batch-08","fc-4711","Kostic","C","E/W","JUV","Juventus","4711","9","8","","Kostic Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Kostic%20Juventus%20fbref","","","","needs-review","",""
"374","batch-08","fc-6665","Coulibaly W.","D","Dd/Ds/E","SAS","Sassuolo","6665","4","4","","Coulibaly W Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Coulibaly%20W%20Sassuolo%20fbref","","","","needs-review","",""
"375","batch-08","fc-697","Cuadrado","D","E","PIS","Pisa","697","5","8","","Cuadrado Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Cuadrado%20Pisa%20fbref","","","","needs-review","",""
"376","batch-08","fc-6274","Diouf","C","C","INT","Inter","6274","7","13","","Diouf Inter fbref","https://fbref.com/en/search/search.fcgi?search=Diouf%20Inter%20fbref","","","","needs-review","",""
"377","batch-08","fc-5994","Ebosse","D","Ds/Dc","TOR","Torino","5994","5","7","","Ebosse Torino fbref","https://fbref.com/en/search/search.fcgi?search=Ebosse%20Torino%20fbref","","","","needs-review","",""
"378","batch-08","fc-6640","Felici","C","W","CAG","Cagliari","6640","7","7","","Felici Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Felici%20Cagliari%20fbref","","","","needs-review","",""
"379","batch-08","fc-6632","Gaspar K.","D","Dc","LEC","Lecce","6632","2","10","","Gaspar K Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Gaspar%20K%20Lecce%20fbref","","","","needs-review","",""
"380","batch-08","fc-5831","Gatti","D","Dc","JUV","Juventus","5831","5","8","","Gatti Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Gatti%20Juventus%20fbref","","","","needs-review","",""
"381","batch-08","fc-5688","Harroui","C","W/T","VER","Verona","5688","4","10","","Harroui Verona fbref","https://fbref.com/en/search/search.fcgi?search=Harroui%20Verona%20fbref","","","","needs-review","",""
"382","batch-08","fc-6957","Valentini N.","D","Dc","VER","Verona","6957","3","8","","Valentini N Verona fbref","https://fbref.com/en/search/search.fcgi?search=Valentini%20N%20Verona%20fbref","","","","needs-review","",""
"383","batch-08","fc-6677","Adzic","C","C/T","JUV","Juventus","6677","1","1","Afc Severgas Baronissi","Adzic Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Adzic%20Juventus%20fbref","","","","needs-review","",""
"384","batch-08","fc-7253","Bella-Kotchap","D","Dc","VER","Verona","7253","3","10","","Bella-Kotchap Verona fbref","https://fbref.com/en/search/search.fcgi?search=Bella-Kotchap%20Verona%20fbref","","","","needs-review","",""
"385","batch-08","fc-2263","Lazzari","D","Dd/E","LAZ","Lazio","2263","3","9","","Lazzari Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Lazzari%20Lazio%20fbref","","","","needs-review","",""
"386","batch-08","fc-7149","Marin M.","C","M/C","PIS","Pisa","7149","2","8","","Marin M Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Marin%20M%20Pisa%20fbref","","","","needs-review","",""
"387","batch-08","fc-7268","Rodriguez Ju.","D","Ds/Dc","CAG","Cagliari","7268","4","10","","Rodriguez Ju Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Rodriguez%20Ju%20Cagliari%20fbref","","","","needs-review","",""
"388","batch-08","fc-6896","Van Der Brempt","D","Dd/E","COM","Como","6896","5","8","","Van Der Brempt Como fbref","https://fbref.com/en/search/search.fcgi?search=Van%20Der%20Brempt%20Como%20fbref","","","","needs-review","",""
"389","batch-08","fc-6230","Dossena","D","Dc","CAG","Cagliari","6230","5","8","","Dossena Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Dossena%20Cagliari%20fbref","","","","needs-review","",""
"390","batch-08","fc-7342","Elphege","A","Pc","PAR","Parma","7342","6","18","","Elphege Parma fbref","https://fbref.com/en/search/search.fcgi?search=Elphege%20Parma%20fbref","","","","needs-review","",""
"391","batch-08","fc-7213","Frigan","A","Pc","PAR","Parma","7213","1","5","FC DueFratelli2005","Frigan Parma fbref","https://fbref.com/en/search/search.fcgi?search=Frigan%20Parma%20fbref","","","","needs-review","",""
"392","batch-08","fc-7272","Gueye","A","Pc","UDI","Udinese","7272","5","1","","Gueye Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Gueye%20Udinese%20fbref","","","","needs-review","",""
"393","batch-08","fc-7147","Hojholt","C","M/C","PIS","Pisa","7147","3","7","","Hojholt Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Hojholt%20Pisa%20fbref","","","","needs-review","",""
"394","batch-08","fc-313","Morata","A","Pc","COM","Como","313","2","10","","Morata Como fbref","https://fbref.com/en/search/search.fcgi?search=Morata%20Como%20fbref","","","","needs-review","",""
"395","batch-08","fc-6630","Mosquera","A","Pc","VER","Verona","6630","4","8","","Mosquera Verona fbref","https://fbref.com/en/search/search.fcgi?search=Mosquera%20Verona%20fbref","","","","needs-review","",""
"396","batch-08","fc-7337","Motta","P","Por","LAZ","Lazio","7337","5","15","","Motta Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Motta%20Lazio%20fbref","","","","needs-review","",""
"397","batch-08","fc-7322","Ngom","C","M/C","LEC","Lecce","7322","5","1","","Ngom Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Ngom%20Lecce%20fbref","","","","needs-review","",""
"398","batch-08","fc-6827","Njie","A","A","TOR","Torino","6827","6","4","","Njie Torino fbref","https://fbref.com/en/search/search.fcgi?search=Njie%20Torino%20fbref","","","","needs-review","",""
"399","batch-08","fc-4284","Sergi Roberto","C","M/C","COM","Como","4284","3","12","","Sergi Roberto Como fbref","https://fbref.com/en/search/search.fcgi?search=Sergi%20Roberto%20Como%20fbref","","","","needs-review","",""
"400","batch-08","fc-2815","Terracciano","P","Por","MIL","Milan","2815","1","1","real mappine","Terracciano Milan fbref","https://fbref.com/en/search/search.fcgi?search=Terracciano%20Milan%20fbref","","","","needs-review","",""
"401","batch-09","fc-4867","Turati","P","Por","SAS","Sassuolo","4867","8","5","","Turati Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Turati%20Sassuolo%20fbref","","","","needs-review","",""
"402","batch-09","fc-6211","Zemura","D","Ds/E","UDI","Udinese","6211","3","8","","Zemura Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Zemura%20Udinese%20fbref","","","","needs-review","",""
"403","batch-09","fc-7341","Amorim","C","M/C","GEN","Genoa","7341","5","11","","Amorim Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Amorim%20Genoa%20fbref","","","","needs-review","",""
"404","batch-09","fc-5471","Djuric","A","Pc","CRE","Cremonese","5471","5","8","","Djuric Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Djuric%20Cremonese%20fbref","","","","needs-review","",""
"405","batch-09","fc-7130","Folino","D","Dc","CRE","Cremonese","7130","4","8","","Folino Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Folino%20Cremonese%20fbref","","","","needs-review","",""
"406","batch-09","fc-610","Gollini","P","Por","ROM","Roma","610","1","1","FC DueFratelli2005","Gollini Roma fbref","https://fbref.com/en/search/search.fcgi?search=Gollini%20Roma%20fbref","","","","needs-review","",""
"407","batch-09","fc-7374","Mendy P.","A","Pc","CAG","Cagliari","7374","5","15","","Mendy P Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Mendy%20P%20Cagliari%20fbref","","","","needs-review","",""
"408","batch-09","fc-5540","Niasse","C","M/C","VER","Verona","5540","2","9","","Niasse Verona fbref","https://fbref.com/en/search/search.fcgi?search=Niasse%20Verona%20fbref","","","","needs-review","",""
"409","batch-09","fc-791","Sabelli","D","Dd/Ds/E","GEN","Genoa","791","3","10","","Sabelli Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Sabelli%20Genoa%20fbref","","","","needs-review","",""
"410","batch-09","fc-7344","Stojilkovic","A","Pc","PIS","Pisa","7344","4","7","","Stojilkovic Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Stojilkovic%20Pisa%20fbref","","","","needs-review","",""
"411","batch-09","fc-6486","Suslov","C","W/T","VER","Verona","6486","4","13","","Suslov Verona fbref","https://fbref.com/en/search/search.fcgi?search=Suslov%20Verona%20fbref","","","","needs-review","",""
"412","batch-09","fc-4890","Tameze","C","M/C","TOR","Torino","4890","1","9","","Tameze Torino fbref","https://fbref.com/en/search/search.fcgi?search=Tameze%20Torino%20fbref","","","","needs-review","",""
"413","batch-09","fc-6813","Torriani","P","Por","MIL","Milan","6813","1","1","real mappine","Torriani Milan fbref","https://fbref.com/en/search/search.fcgi?search=Torriani%20Milan%20fbref","","","","needs-review","",""
"414","batch-09","fc-7150","Vural","C","C","PIS","Pisa","7150","3","6","","Vural Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Vural%20Pisa%20fbref","","","","needs-review","",""
"415","batch-09","fc-7010","Al-Musrati","C","M/C","VER","Verona","7010","2","7","","Al-Musrati Verona fbref","https://fbref.com/en/search/search.fcgi?search=Al-Musrati%20Verona%20fbref","","","","needs-review","",""
"416","batch-09","fc-6191","Belahyane","C","M/C","LAZ","Lazio","6191","3","7","","Belahyane Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Belahyane%20Lazio%20fbref","","","","needs-review","",""
"417","batch-09","fc-6895","Dominguez B.","A","W/A","BOL","Bologna","6895","3","8","","Dominguez B Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Dominguez%20B%20Bologna%20fbref","","","","needs-review","",""
"418","batch-09","fc-5273","Estupinan","D","Ds/E","MIL","Milan","5273","2","8","","Estupinan Milan fbref","https://fbref.com/en/search/search.fcgi?search=Estupinan%20Milan%20fbref","","","","needs-review","",""
"419","batch-09","fc-6809","Marianucci","D","Dc","TOR","Torino","6809","3","8","","Marianucci Torino fbref","https://fbref.com/en/search/search.fcgi?search=Marianucci%20Torino%20fbref","","","","needs-review","",""
"420","batch-09","fc-5481","Mazzocchi","D","Dd/Ds/E","NAP","Napoli","5481","4","7","","Mazzocchi Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Mazzocchi%20Napoli%20fbref","","","","needs-review","",""
"421","batch-09","fc-6992","Oyegoke","D","B/Dd/E","VER","Verona","6992","4","4","","Oyegoke Verona fbref","https://fbref.com/en/search/search.fcgi?search=Oyegoke%20Verona%20fbref","","","","needs-review","",""
"422","batch-09","fc-6207","Almqvist","A","W/A","PAR","Parma","6207","3","7","","Almqvist Parma fbref","https://fbref.com/en/search/search.fcgi?search=Almqvist%20Parma%20fbref","","","","needs-review","",""
"423","batch-09","fc-7161","Bayo V.","A","Pc","UDI","Udinese","7161","2","8","","Bayo V Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Bayo%20V%20Udinese%20fbref","","","","needs-review","",""
"424","batch-09","fc-252","Biraghi","D","Ds/E","TOR","Torino","252","2","5","","Biraghi Torino fbref","https://fbref.com/en/search/search.fcgi?search=Biraghi%20Torino%20fbref","","","","needs-review","",""
"425","batch-09","fc-487","De Silvestri","D","Dd/E","BOL","Bologna","487","3","8","","De Silvestri Bologna fbref","https://fbref.com/en/search/search.fcgi?search=De%20Silvestri%20Bologna%20fbref","","","","needs-review","",""
"426","batch-09","fc-327","Patric","D","Dd/Dc","LAZ","Lazio","327","3","10","","Patric Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Patric%20Lazio%20fbref","","","","needs-review","",""
"427","batch-09","fc-4459","Rovella","C","M/C","LAZ","Lazio","4459","2","8","","Rovella Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Rovella%20Lazio%20fbref","","","","needs-review","",""
"428","batch-09","fc-5610","Vranckx","C","M/C","SAS","Sassuolo","5610","1","9","","Vranckx Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Vranckx%20Sassuolo%20fbref","","","","needs-review","",""
"429","batch-09","fc-6212","Zarraga","C","M/C","UDI","Udinese","6212","3","6","","Zarraga Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Zarraga%20Udinese%20fbref","","","","needs-review","",""
"430","batch-09","fc-7183","Aboukhlal","A","A","TOR","Torino","7183","1","8","","Aboukhlal Torino fbref","https://fbref.com/en/search/search.fcgi?search=Aboukhlal%20Torino%20fbref","","","","needs-review","",""
"431","batch-09","fc-6977","Otoa","D","Dc","GEN","Genoa","6977","2","9","","Otoa Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Otoa%20Genoa%20fbref","","","","needs-review","",""
"432","batch-09","fc-7172","Pessina Mas.","P","Por","BOL","Bologna","7172","6","2","","Pessina Mas Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Pessina%20Mas%20Bologna%20fbref","","","","needs-review","",""
"433","batch-09","fc-7260","Ziolkowski","D","Dc","ROM","Roma","7260","2","9","","Ziolkowski Roma fbref","https://fbref.com/en/search/search.fcgi?search=Ziolkowski%20Roma%20fbref","","","","needs-review","",""
"434","batch-09","fc-5498","Casale","D","Dc","BOL","Bologna","5498","1","9","","Casale Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Casale%20Bologna%20fbref","","","","needs-review","",""
"435","batch-09","fc-2525","Darmian","D","B/Dd/E","INT","Inter","2525","3","8","","Darmian Inter fbref","https://fbref.com/en/search/search.fcgi?search=Darmian%20Inter%20fbref","","","","needs-review","",""
"436","batch-09","fc-7157","Iannoni","C","C","SAS","Sassuolo","7157","3","8","","Iannoni Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Iannoni%20Sassuolo%20fbref","","","","needs-review","",""
"437","batch-09","fc-2653","Lykogiannis","D","Ds/E","BOL","Bologna","2653","2","10","","Lykogiannis Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Lykogiannis%20Bologna%20fbref","","","","needs-review","",""
"438","batch-09","fc-7182","Ndaba","D","Ds/E","LEC","Lecce","7182","1","7","","Ndaba Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Ndaba%20Lecce%20fbref","","","","needs-review","",""
"439","batch-09","fc-5156","Nkounkou","D","Ds/E","TOR","Torino","5156","2","8","","Nkounkou Torino fbref","https://fbref.com/en/search/search.fcgi?search=Nkounkou%20Torino%20fbref","","","","needs-review","",""
"440","batch-09","fc-247","Pavoletti","A","Pc","CAG","Cagliari","247","3","7","","Pavoletti Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Pavoletti%20Cagliari%20fbref","","","","needs-review","",""
"441","batch-09","fc-294","Rugani","D","Dc","FIO","Fiorentina","294","2","10","","Rugani Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Rugani%20Fiorentina%20fbref","","","","needs-review","",""
"442","batch-09","fc-388","Albiol","D","Dc","PIS","Pisa","388","1","8","","Albiol Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Albiol%20Pisa%20fbref","","","","needs-review","",""
"443","batch-09","fc-7325","Bozhinov","D","Dc","PIS","Pisa","7325","1","8","","Bozhinov Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Bozhinov%20Pisa%20fbref","","","","needs-review","",""
"444","batch-09","fc-6985","Candè","D","Ds/Dc","SAS","Sassuolo","6985","1","5","","Candè Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Cand%C3%A8%20Sassuolo%20fbref","","","","needs-review","",""
"445","batch-09","fc-1891","Ceccherini","D","Dd/Dc","CRE","Cremonese","1891","1","7","","Ceccherini Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Ceccherini%20Cremonese%20fbref","","","","needs-review","",""
"446","batch-09","fc-7132","Collocolo","C","M/C","CRE","Cremonese","7132","2","8","","Collocolo Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Collocolo%20Cremonese%20fbref","","","","needs-review","",""
"447","batch-09","fc-4677","Cornet","C","W","GEN","Genoa","4677","2","5","","Cornet Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Cornet%20Genoa%20fbref","","","","needs-review","",""
"448","batch-09","fc-6870","Faye","D","Dc","CRE","Cremonese","6870","1","5","","Faye Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Faye%20Cremonese%20fbref","","","","needs-review","",""
"449","batch-09","fc-7326","Helland","D","Dd/Dc","BOL","Bologna","7326","2","7","","Helland Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Helland%20Bologna%20fbref","","","","needs-review","",""
"450","batch-09","fc-5007","Ilic","C","C","TOR","Torino","5007","1","8","","Ilic Torino fbref","https://fbref.com/en/search/search.fcgi?search=Ilic%20Torino%20fbref","","","","needs-review","",""
"451","batch-10","fc-6112","Iling Junior","C","E/W","PIS","Pisa","6112","3","11","","Iling Junior Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Iling%20Junior%20Pisa%20fbref","","","","needs-review","",""
"452","batch-10","fc-2006","Lirola","D","B/Dd/E","VER","Verona","2006","2","7","","Lirola Verona fbref","https://fbref.com/en/search/search.fcgi?search=Lirola%20Verona%20fbref","","","","needs-review","",""
"453","batch-10","fc-7254","Lorran","C","T","PIS","Pisa","7254","3","8","","Lorran Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Lorran%20Pisa%20fbref","","","","needs-review","",""
"454","batch-10","fc-6555","Moumbagna","A","Pc","CRE","Cremonese","6555","2","5","","Moumbagna Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Moumbagna%20Cremonese%20fbref","","","","needs-review","",""
"455","batch-10","fc-7011","Slotsager","D","Dc","VER","Verona","7011","2","7","","Slotsager Verona fbref","https://fbref.com/en/search/search.fcgi?search=Slotsager%20Verona%20fbref","","","","needs-review","",""
"456","batch-10","fc-7312","Arizala","D","Ds/E","UDI","Udinese","7312","2","1","","Arizala Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Arizala%20Udinese%20fbref","","","","needs-review","",""
"457","batch-10","fc-7036","Bakola","C","C/T","SAS","Sassuolo","7036","2","7","","Bakola Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Bakola%20Sassuolo%20fbref","","","","needs-review","",""
"458","batch-10","fc-7377","Balbo","D","Ds/E","FIO","Fiorentina","7377","2","4","","Balbo Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Balbo%20Fiorentina%20fbref","","","","needs-review","",""
"459","batch-10","fc-6149","Carboni F.","D","Ds/E","PAR","Parma","6149","3","4","","Carboni F Parma fbref","https://fbref.com/en/search/search.fcgi?search=Carboni%20F%20Parma%20fbref","","","","needs-review","",""
"460","batch-10","fc-7222","Cham","D","Dd/Ds/E","VER","Verona","7222","2","6","","Cham Verona fbref","https://fbref.com/en/search/search.fcgi?search=Cham%20Verona%20fbref","","","","needs-review","",""
"461","batch-10","fc-7140","Coppola F.","D","Dc","PIS","Pisa","7140","1","4","","Coppola F Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Coppola%20F%20Pisa%20fbref","","","","needs-review","",""
"462","batch-10","fc-6883","Jean","D","Dc","LEC","Lecce","6883","2","3","","Jean Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Jean%20Lecce%20fbref","","","","needs-review","",""
"463","batch-10","fc-7356","Mlacic","D","Dc","UDI","Udinese","7356","2","9","","Mlacic Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Mlacic%20Udinese%20fbref","","","","needs-review","",""
"464","batch-10","fc-2279","Romagna","D","Dc","SAS","Sassuolo","2279","1","8","","Romagna Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Romagna%20Sassuolo%20fbref","","","","needs-review","",""
"465","batch-10","fc-6842","Sava","P","Por","UDI","Udinese","6842","1","1","","Sava Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Sava%20Udinese%20fbref","","","","needs-review","",""
"466","batch-10","fc-574","Scuffet","P","Por","PIS","Pisa","574","1","1","","Scuffet Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Scuffet%20Pisa%20fbref","","","","needs-review","",""
"467","batch-10","fc-7335","Zatterstrom","D","Dc","GEN","Genoa","7335","3","8","","Zatterstrom Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Zatterstrom%20Genoa%20fbref","","","","needs-review","",""
"468","batch-10","fc-6219","Boloca","C","M/C","SAS","Sassuolo","6219","2","4","","Boloca Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Boloca%20Sassuolo%20fbref","","","","needs-review","",""
"469","batch-10","fc-6417","Furlanetto","P","Por","LAZ","Lazio","6417","3","1","","Furlanetto Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Furlanetto%20Lazio%20fbref","","","","needs-review","",""
"470","batch-10","fc-7165","Liteta","C","M/C","CAG","Cagliari","7165","1","6","","Liteta Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Liteta%20Cagliari%20fbref","","","","needs-review","",""
"471","batch-10","fc-7158","Moro L.","A","Pc","SAS","Sassuolo","7158","1","1","","Moro L Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Moro%20L%20Sassuolo%20fbref","","","","needs-review","",""
"472","batch-10","fc-2271","Nicolas","P","Por","PIS","Pisa","2271","1","1","","Nicolas Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Nicolas%20Pisa%20fbref","","","","needs-review","",""
"473","batch-10","fc-7353","Pedro Felipe","D","Dc","SAS","Sassuolo","7353","3","3","","Pedro Felipe Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Pedro%20Felipe%20Sassuolo%20fbref","","","","needs-review","",""
"474","batch-10","fc-5788","Sabiri","C","T","FIO","Fiorentina","5788","2","4","","Sabiri Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Sabiri%20Fiorentina%20fbref","","","","needs-review","",""
"475","batch-10","fc-7246","Sala A.","C","C","LEC","Lecce","7246","1","9","","Sala A Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Sala%20A%20Lecce%20fbref","","","","needs-review","",""
"476","batch-10","fc-7338","Albarracin","A","A","CAG","Cagliari","7338","2","1","","Albarracin Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Albarracin%20Cagliari%20fbref","","","","needs-review","",""
"477","batch-10","fc-7239","Braschi","A","Pc","FIO","Fiorentina","7239","2","1","","Braschi Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Braschi%20Fiorentina%20fbref","","","","needs-review","",""
"478","batch-10","fc-6403","Christensen O.","P","Por","FIO","Fiorentina","6403","2","1","","Christensen O Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Christensen%20O%20Fiorentina%20fbref","","","","needs-review","",""
"479","batch-10","fc-7276","Cremaschi","C","C","PAR","Parma","7276","1","8","","Cremaschi Parma fbref","https://fbref.com/en/search/search.fcgi?search=Cremaschi%20Parma%20fbref","","","","needs-review","",""
"480","batch-10","fc-7196","Denoon","D","Dc","PIS","Pisa","7196","1","4","","Denoon Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Denoon%20Pisa%20fbref","","","","needs-review","",""
"481","batch-10","fc-7319","Fofana Sa.","C","M/C","LEC","Lecce","7319","1","6","","Fofana Sa Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Fofana%20Sa%20Lecce%20fbref","","","","needs-review","",""
"482","batch-10","fc-7248","Gorter","C","M/C","LEC","Lecce","7248","2","1","","Gorter Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Gorter%20Lecce%20fbref","","","","needs-review","",""
"483","batch-10","fc-140","Hysaj","D","Dd/Ds/E","LAZ","Lazio","140","1","4","","Hysaj Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Hysaj%20Lazio%20fbref","","","","needs-review","",""
"484","batch-10","fc-7381","Mikolajewski","A","Pc","PAR","Parma","7381","2","1","","Mikolajewski Parma fbref","https://fbref.com/en/search/search.fcgi?search=Mikolajewski%20Parma%20fbref","","","","needs-review","",""
"485","batch-10","fc-2012","Milik","A","Pc","JUV","Juventus","2012","1","5","","Milik Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Milik%20Juventus%20fbref","","","","needs-review","",""
"486","batch-10","fc-6538","Onana J.","C","M/C","GEN","Genoa","6538","1","4","","Onana J Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Onana%20J%20Genoa%20fbref","","","","needs-review","",""
"487","batch-10","fc-511","Perilli","P","Por","VER","Verona","511","1","1","","Perilli Verona fbref","https://fbref.com/en/search/search.fcgi?search=Perilli%20Verona%20fbref","","","","needs-review","",""
"488","batch-10","fc-2211","Silvestri","P","Por","CRE","Cremonese","2211","1","1","","Silvestri Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Silvestri%20Cremonese%20fbref","","","","needs-review","",""
"489","batch-10","fc-5561","Stengs","C","W/T","PIS","Pisa","5561","1","8","","Stengs Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Stengs%20Pisa%20fbref","","","","needs-review","",""
"490","batch-10","fc-7317","Trepy","A","Pc","CAG","Cagliari","7317","1","1","","Trepy Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Trepy%20Cagliari%20fbref","","","","needs-review","",""
"491","batch-10","fc-7277","Arena A.","A","Pc","ROM","Roma","7277","1","1","","Arena A Roma fbref","https://fbref.com/en/search/search.fcgi?search=Arena%20A%20Roma%20fbref","","","","needs-review","",""
"492","batch-10","fc-1926","Di Gennaro","P","Por","INT","Inter","1926","1","1","","Di Gennaro Inter fbref","https://fbref.com/en/search/search.fcgi?search=Di%20Gennaro%20Inter%20fbref","","","","needs-review","",""
"493","batch-10","fc-418","Goldaniga","D","Dc","COM","Como","418","1","6","","Goldaniga Como fbref","https://fbref.com/en/search/search.fcgi?search=Goldaniga%20Como%20fbref","","","","needs-review","",""
"494","batch-10","fc-7309","Isaac","A","Pc","VER","Verona","7309","1","1","","Isaac Verona fbref","https://fbref.com/en/search/search.fcgi?search=Isaac%20Verona%20fbref","","","","needs-review","",""
"495","batch-10","fc-7238","Kouadio","D","Dc","FIO","Fiorentina","7238","1","1","","Kouadio Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Kouadio%20Fiorentina%20fbref","","","","needs-review","",""
